id,question_id,positionable_id,positionable_type,score,comment,created_at,updated_at
427,22,16,Candidate,2,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
428,23,16,Candidate,2,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
429,24,16,Candidate,2,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
430,25,16,Candidate,2,Not sure if this is a feasible concept but one should consider greater consultation with local electorate on key issues.,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
431,26,16,Candidate,3,It is vital to have a wide range of opinions in decision making for any area. Consultation with community groups is needed when these groups are affected as well as their communities.,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
432,27,16,Candidate,1,Gender balance is vital however it should be a skill set not a gender that gains a nomination. Emphasis on attracting more women to these roles should be prioritised which is being done with the forthcoming gender quota.,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
433,1,17,Candidate,3,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
434,2,17,Candidate,0,"The housing assistance payment (HAP) pilot scheme being introduced by Limerick will help tenants get work, without losing rent supplement.",2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
435,3,17,Candidate,1,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
436,4,17,Candidate,1,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
437,5,17,Candidate,1,Charges should be fair and affordable.,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
438,6,17,Candidate,3,Hitting thousands of families with LPT will only put more and more people into financial difficulty and hurt the economy.,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
439,7,17,Candidate,3,A proportion of the LPT should be ring-fenced for local services and local development needs.,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
440,8,17,Candidate,1,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
441,9,17,Candidate,1,A new traveller accommodation programme 2014-2018 is currently being adopted to address this issue.,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
442,10,17,Candidate,1,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
443,11,17,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
444,12,17,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
445,13,17,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
446,14,17,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
447,15,17,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
448,16,17,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
449,17,17,Candidate,1,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
450,18,17,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
451,19,17,Candidate,1,Bus and cycle lanes are necessary in urban areas but not at the expense of the upkeep and maintenance of the road network in the county.,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
452,20,17,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
453,21,17,Candidate,1,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
454,22,17,Candidate,1,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
455,23,17,Candidate,1,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
456,24,17,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
457,25,17,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
458,26,17,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
459,27,17,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
460,1,18,Candidate,3,The massive housing waiting list dictates that Social Housing is a proirity.,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
461,2,18,Candidate,1,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
462,3,18,Candidate,1,Vibrant rural communities will be stunted if young people from the area are not allowed to build locally.  The damage to the environment by such houses is totally exaggerated and can be largely eliminated by modern technology.,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
463,4,18,Candidate,2,Some ghost estates may have to be demolished but only after the possibility of renovating them for social housing has been properly examined.,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
464,5,18,Candidate,3,Water charges are just another unjust tax which will increase each year. It has nothing to do with conservation and everything to do with preparing for this basic necessity to be transferred to the private sector.,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
465,6,18,Candidate,2,The property tax should be scrapped and councils should demand the government refund the funds stolen from councils.,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
466,7,18,Candidate,2,I am opposed to Property tax and for the proper funding of our local authorities from fair taxation,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
467,8,18,Candidate,1,"No. I am in favour of rates which should take into account the size, nature and profitability of businesses, rather than the current flat charge.",2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
468,9,18,Candidate,3,"As is the case for the settled community, those in the travelling community who cannot afford to have their own accommodation should be provided with good standard social accommodation.",2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
469,10,18,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
470,11,18,Candidate,1,"The council should fund the proposed Social Horse Projects, providing community stables so the horses can be kept in decent conditions in the local communities.",2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
471,12,18,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
472,13,18,Candidate,1,The principle must be 'Equal wages for equal work'.,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
473,14,18,Candidate,3,It is wrong to keep people in limbo and out of the main stream activities of society for long periods.,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
474,15,18,Candidate,3,Tenants who consistently make life hell for their neighbours and refuse to cease after warnings have to be moved against in fairness to others.,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
613,19,23,Candidate,3,"Only where they are appropriate, and in Limerick City, we lack a lot of suitable roadways",2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
475,16,18,Candidate,2,More provision of convenient and affordable public transport is the way to reduce traffic problems. A bypass for Adare is needed but this would be funded by the NRA - not the council.,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
476,17,18,Candidate,2,"While alternative sources of energy need to be promoted for the sake of the planet's environment the placing of wind Turbines on blanket bog is counterproductive as this damages, and ultimately destroys the bogs as very effective stores of carbon.  Outside of this, communities must be involved in any windfarm proposals and community wind farms could be an alternative to allowing big business to dictate on this matter.",2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
477,18,18,Candidate,1,Metering is being introduced in preparation for privatisation.   Water could be conserved big time be the provision of real jobs in the work of stemming the over 40% of the water that is escaping from the system.,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
478,19,18,Candidate,3,A great way to improve traffic flow and health,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
479,20,18,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
480,21,18,Candidate,1,What is that about?,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
481,22,18,Candidate,1,"The city needs to be more people friendly.  Good public transport should be provided, along with free park and ride facilities.",2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
482,23,18,Candidate,3,The improved pedestrianisation already carried out has improved the city and this policy should continue,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
483,24,18,Candidate,1,We need more democracy - not the giving more power to an individual. While the idea of a directly elected Mayor seems like an expansion of democracy it is a distraction from the real questions of Local Authority funding and austerity policies.  Real democracy is the increased involvement of communities in the decisions that affect them.,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
484,25,18,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
485,26,18,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
486,27,18,Candidate,1,Austerity disproportionately impinges on women. Women can't overcome this by looking to represent the parties of austerity. Quotas will not sort this problem.,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
487,1,19,Candidate,3,People are waiting a very long time on the housing list and we need to build houses,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
488,2,19,Candidate,1,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
489,3,19,Candidate,2,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
490,4,19,Candidate,1,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
491,5,19,Candidate,1,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
492,6,19,Candidate,2,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
493,7,19,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
494,8,19,Candidate,2,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
495,9,19,Candidate,2,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
496,10,19,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
497,11,19,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
498,12,19,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
499,13,19,Candidate,2,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
500,14,19,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
501,15,19,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
502,16,19,Candidate,2,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
503,17,19,Candidate,1,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
504,18,19,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
505,19,19,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
506,20,19,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
507,21,19,Candidate,1,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
508,22,19,Candidate,1,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
509,23,19,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
510,24,19,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
511,25,19,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
512,26,19,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
513,27,19,Candidate,3,,2014-05-14 21:31:52 UTC,2014-05-14 21:31:52 UTC
514,1,20,Candidate,3,"Obviously we need to address both a current and a longer term issue. However, we should learn from our previous errors and build and develop proper developments and not the vast estates we built in the past",2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
515,2,20,Candidate,3,"To an extent I agree, given the current shortfall, however I do not see this as a long term solution. Surely the ideal that  we encourage new industry and take a longer view.",2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
516,3,20,Candidate,1,We should not make a blanket decision on this issue. Surely local planning authorities should decide on each individual case.,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
517,4,20,Candidate,1,Is there not a partial solution to a housing shortage here?,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
518,5,20,Candidate,1,We need to protect this resource and if properly introduced and measured effectively we should all pay our fair share.,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
519,6,20,Candidate,1,"In an ideal world, yes of course, but it is now we must ensure proper local services to encourage growth and vibrancy in the city and County",2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
520,7,20,Candidate,3,This is not even up for arguement.,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
521,8,20,Candidate,1,We are not similar to other cities and have to resolve our own difficulties. We need to look at alternative methods of rate collection. A rate relative to turnover for new business is one suggestion.,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
522,9,20,Candidate,0,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
523,10,20,Candidate,1,Nothing should be done just for the sake of it. The church was there in the past when we needed them.Consultation is the way forward,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
524,11,20,Candidate,3,This is an animal welfare issue and we need to protect animal rights as well as rights of the individual on this issue.,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
525,12,20,Candidate,3,And every other festival that promotes Limerick,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
526,13,20,Candidate,2,"Too idealistic. People want to work, simple as that. We should get proper employment for our unemployed. Not tokenism.",2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
527,14,20,Candidate,3,If there is a position that needs to be filled then why not. Should be strongly monitored to avoid exploitation.,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
528,15,20,Candidate,3,There has to be a control system or where does it all end.,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
529,16,20,Candidate,3,If we can get European funding we should definitely look at this .,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
530,17,20,Candidate,1,It should form part of the overall provison of power into the future. It should of course be properly planned and with people consultation,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
531,18,20,Candidate,3,"Yes, but we need to look at the current infrastructure and examine wastage from leakages.",2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
754,25,28,Candidate,1,,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
755,26,28,Candidate,1,,2014-05-14 21:31:57 UTC,2014-05-14 21:31:57 UTC
532,19,20,Candidate,1,Prioritised over what? Certainly into the future however we should be spending our money on more important issues firstly.,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
533,20,20,Candidate,3,We need to get the City open. It will bring employment. A specific committe should be established within the new council to get the city back to it's former glory.,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
534,21,20,Candidate,1,"If we are to name it I would suggest a Limerick person, no longer living.",2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
535,22,20,Candidate,1,Not totally but we need to review the current situation. A free for all would not work in practice.,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
536,23,20,Candidate,2,Unsure of this. I have seen pedestrianised cities that have worked and cities where it was a disaster.,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
537,24,20,Candidate,3,800 plus years of history should count for something.,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
538,25,20,Candidate,1,"Ideally yes, practically impossible. It would just be too divisive. It is why we elect councils.",2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
539,26,20,Candidate,1,They should go through their elected official.,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
540,27,20,Candidate,1,We have open elections. Everyone can go forward for election. The electorate will decide if the parties get it wrong,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
541,1,21,Candidate,0,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
542,2,21,Candidate,0,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
543,3,21,Candidate,1,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
544,4,21,Candidate,1,These should be used positively,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
545,5,21,Candidate,0,We have no other choice they are being introduced nationally under the EU/IMF deal,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
546,6,21,Candidate,1,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
547,7,21,Candidate,3,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
548,8,21,Candidate,1,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
549,9,21,Candidate,0,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
550,10,21,Candidate,0,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
551,11,21,Candidate,3,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
552,12,21,Candidate,3,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
553,13,21,Candidate,2,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
554,14,21,Candidate,2,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
555,15,21,Candidate,3,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
556,16,21,Candidate,3,Adare badly needs a by pass,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
557,17,21,Candidate,0,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
558,18,21,Candidate,3,Yes water is a scarce and precious resource we should use it wisely,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
559,19,21,Candidate,3,In appropriate locations,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
560,20,21,Candidate,3,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
561,21,21,Candidate,1,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
562,22,21,Candidate,3,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
563,23,21,Candidate,3,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
564,24,21,Candidate,3,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
565,25,21,Candidate,2,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
566,26,21,Candidate,3,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
567,27,21,Candidate,3,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
568,1,22,Candidate,3,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
569,2,22,Candidate,1,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
570,3,22,Candidate,1,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
571,4,22,Candidate,3,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
572,5,22,Candidate,3,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
573,6,22,Candidate,3,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
574,7,22,Candidate,3,,2014-05-14 21:31:53 UTC,2014-05-14 21:31:53 UTC
575,8,22,Candidate,1,,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
576,9,22,Candidate,3,,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
577,10,22,Candidate,1,,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
578,11,22,Candidate,3,,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
579,12,22,Candidate,3,,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
580,13,22,Candidate,3,,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
581,14,22,Candidate,3,,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
582,15,22,Candidate,3,,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
583,16,22,Candidate,3,,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
584,17,22,Candidate,3,,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
585,18,22,Candidate,1,,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
586,19,22,Candidate,3,,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
587,20,22,Candidate,3,,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
588,21,22,Candidate,1,,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
589,22,22,Candidate,3,,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
590,23,22,Candidate,3,,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
591,24,22,Candidate,1,,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
592,25,22,Candidate,3,,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
593,26,22,Candidate,3,,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
594,27,22,Candidate,3,,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
595,1,23,Candidate,3,Lack of social housing has added to genuine tenants being on the housing list for several years.,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
596,2,23,Candidate,3,,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
597,3,23,Candidate,1,,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
598,4,23,Candidate,0,,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
599,5,23,Candidate,3,,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
600,6,23,Candidate,2,,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
601,7,23,Candidate,3,,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
602,8,23,Candidate,1,Lowering rents and rates for Limerick City is crucial and to offer what other cities have.,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
603,9,23,Candidate,2,This is too debatable,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
604,10,23,Candidate,1,Again this needs to be debated,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
605,11,23,Candidate,3,"Where private house dwellers are invaded by neighbours hoarding horses, then impounding should be enforced.",2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
606,12,23,Candidate,3,,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
607,13,23,Candidate,3,Absolutely. The first course of action should be to completly remodel the entire social infrastructure in-line with other working models.,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
608,14,23,Candidate,0,This is contrary to standards andis unnecessary. We have already offered support to aslum seekers as is their right. Work is not a right under terms of reference.,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
609,15,23,Candidate,3,"Landlords, Council should be accountable for social housing tenants, so eviction will have to be considered.",2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
610,16,23,Candidate,3,,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
611,17,23,Candidate,1,"Alternative energy resources cannot be ignored,",2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
612,18,23,Candidate,3,"Undder consideration, as the cost per household has to be considered.",2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
614,20,23,Candidate,3,The priority is to enhance Limerick for tourism and business development. The effort must be spent on what can develop a business or trade trend for the City.,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
615,21,23,Candidate,1,No. No. No. This should never had it's head reared - so very very sad.,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
616,22,23,Candidate,3,We need to tackle opportunities to compete,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
617,23,23,Candidate,2,Not sure on this area.,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
618,24,23,Candidate,3,I think this would be best practice.,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
619,25,23,Candidate,3,I think there should be more interaction between Council and their public regularly and outside of re-election canvassing.,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
620,26,23,Candidate,3,This will actually help on Council policy and programme,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
621,27,23,Candidate,3,"Yes, but it I imagine it may be complex.",2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
622,1,24,Candidate,3,there is definately a need for more social housing if we take in to account the current waiting list,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
623,2,24,Candidate,3,I am very supportive of the new rent assistance scheme which is being piloted in Limerick,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
624,3,24,Candidate,2,it is a matter of balance. priority should continue to be given to those from rural areas,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
625,4,24,Candidate,1,there are many examples of ghost estates being resurected and this should be the first option,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
626,5,24,Candidate,1,we are obliged to introduce water rates to meet our international financial commitments,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
627,6,24,Candidate,2,limerick county council have successfully managed to keep rates at a relatively low level. it may hopefully be the same with property tax,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
628,7,24,Candidate,3,this would seem to be the idea,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
629,8,24,Candidate,0,we must all look after our own corner,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
630,9,24,Candidate,1,i believe that there is already a fair balance,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
631,10,24,Candidate,0,this is a matter for unilateral agreement,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
632,11,24,Candidate,3,more resources definately needed here,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
633,12,24,Candidate,3,yes and all other events that they currently support and many more if we have the funding,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
634,13,24,Candidate,2,i am a great supporter of the tus and gateway schemes but individual circumstances must also prevail,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
635,14,24,Candidate,0,this is a matter for the law,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
636,15,24,Candidate,0,this is a matter for the law,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
637,16,24,Candidate,2,it should be in the mix,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
638,17,24,Candidate,0,a matter for the planners,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
639,18,24,Candidate,3,this is certainly the logic,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
640,19,24,Candidate,2,bus lanes certainly help,2014-05-14 21:31:54 UTC,2014-05-14 21:31:54 UTC
641,20,24,Candidate,3,this is what is happening,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
642,21,24,Candidate,2,i enjoyed the visit of the kennedy family to bruff. a great honour for the town,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
643,22,24,Candidate,1,payment for parking is a modern day reality,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
644,23,24,Candidate,2,we need more pedestrianisation but we also have main traffic routes in the city,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
645,24,24,Candidate,2,probably not needed at this stage,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
646,25,24,Candidate,1,we have enough paperwork already,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
647,26,24,Candidate,3,this is on the agenda,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
648,27,24,Candidate,1,i would like to see more of a balance but i do not believe that gender quotas are the solution,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
649,1,25,Candidate,3,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
650,2,25,Candidate,1,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
651,3,25,Candidate,1,,2014-05-14 21:31:55 UTC,2014-05-14 21:31:55 UTC
